City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Urumqi,CN,43.801,87.6005,79.75,42,0,6.71,clear sky
351,Camocim,BR,-2.9022,-40.8411,89.11,54,17,11.16,few clouds
352,Souillac,MU,-20.5167,57.5167,70.18,73,40,13.8,scattered clouds
353,Mar Del Plata,AR,-38.0023,-57.5575,53.62,88,100,8.95,overcast clouds
354,Yomou,GN,7.5603,-9.2653,81.55,61,90,4.34,overcast clouds
355,Dodge City,US,37.7528,-100.0171,82.26,74,0,10.36,clear sky
356,Miandrivazo,MG,-19.5167,45.4667,82.26,38,5,6.26,clear sky
357,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,66,69,4.29,broken clouds
358,Hot Springs,US,34.5037,-93.0552,80.4,90,100,5.75,overcast clouds
359,Opuwo,NA,-18.0607,13.84,74.71,17,7,21.25,clear sky
360,Lethem,GY,3.3803,-59.7968,78.73,81,89,0.69,overcast clouds
361,Nioki,CD,-2.7167,17.6833,95.36,25,8,3.71,clear sky
362,San Cristobal,VE,7.7669,-72.225,78.98,55,59,7.18,broken clouds
363,Provideniya,RU,64.3833,-173.3,46.49,85,8,3.65,clear sky
364,Dorado,PR,18.4588,-66.2677,91.47,81,40,16.11,haze
365,Severo-Kurilsk,RU,50.6789,156.125,52.03,91,69,11.7,broken clouds
366,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,34,0,5.75,clear sky
367,Manta,EC,-0.95,-80.7333,73.18,83,100,12.66,overcast clouds
368,Beruwala,LK,6.4788,79.9828,79.03,86,100,13.4,heavy intensity rain
369,Bireun,ID,5.203,96.7009,78.3,87,57,5.12,broken clouds
370,Christchurch,NZ,-43.5333,172.6333,37.9,76,40,2.3,scattered clouds
371,Oranjestad,AW,12.524,-70.027,87.75,66,20,26.46,few clouds
372,Xining,CN,36.6167,101.7667,62.47,74,54,4.18,light rain
373,Schruns,AT,47.0709,9.9475,76.24,59,97,4.12,overcast clouds
374,Iskateley,RU,67.6803,53.1512,72.7,52,50,13.31,scattered clouds
375,Mayo,US,38.8876,-76.5119,86.36,68,0,9.22,clear sky
376,Atar,MR,20.5169,-13.0499,98.51,33,32,9.31,scattered clouds
377,Mezen,RU,65.8522,44.24,73.56,53,81,5.66,broken clouds
378,Venice,US,27.0998,-82.4543,91.08,63,0,9.22,clear sky
379,San Rafael,AR,-34.6177,-68.3301,55.53,31,0,2.95,clear sky
380,Bodden Town,KY,19.2833,-81.25,89.01,74,40,12.66,scattered clouds
381,Laguna,US,38.421,-121.4238,73.18,79,0,6.91,clear sky
382,Port Macquarie,AU,-31.4333,152.9167,54.9,76,100,10.78,light rain
383,San Quintin,MX,30.4833,-115.95,71.22,72,12,5.01,few clouds
384,Tezu,IN,27.9167,96.1667,75.61,98,99,2.73,overcast clouds
385,Nanchong,CN,30.7951,106.0847,84.04,65,27,1.77,scattered clouds
386,Antofagasta,CL,-23.65,-70.4,63.28,66,41,8.55,scattered clouds
387,Lomza,PL,53.1781,22.0593,61.39,98,100,7.29,overcast clouds
388,Businga,CD,3.3333,20.8833,80.4,60,68,3.87,broken clouds
389,San Policarpo,PH,12.1791,125.5072,82.69,78,100,10.54,overcast clouds
390,Haines Junction,CA,60.7522,-137.5108,51.75,93,77,4.61,broken clouds
391,Rocha,UY,-34.4833,-54.3333,58.95,63,100,4.38,overcast clouds
392,Poya,NC,-21.35,165.15,64.63,89,60,8.52,broken clouds
393,Daru,PG,-9.0763,143.2092,76.05,93,65,12.91,broken clouds
394,Samarai,PG,-10.6167,150.6667,79.12,83,34,11.88,scattered clouds
395,Atasu,KZ,48.6814,71.6433,66.99,57,47,8.43,scattered clouds
396,Dicabisagan,PH,17.0818,122.4157,80.19,88,100,7.16,light rain
397,Micheweni,TZ,-4.9667,39.8333,76.21,77,1,12.39,clear sky
398,Dano,BF,11.15,-3.0667,89.06,52,76,4.76,broken clouds
399,Otjiwarongo,NA,-20.4637,16.6477,72.81,17,2,18.63,clear sky
400,Leshukonskoye,RU,64.8989,45.7622,62.74,90,97,4.21,moderate rain
401,Melfi,IT,40.9965,15.6514,84.99,24,0,14.43,clear sky
402,Linxi,CN,39.7,118.4333,74.88,85,0,3.65,clear sky
403,Barrow,US,71.2906,-156.7887,36.54,93,67,6.38,broken clouds
404,San Pedro,PH,14.35,121.0167,80.35,94,75,3.44,broken clouds
405,Barbastro,ES,42.0356,0.1269,93.74,25,0,9.95,clear sky
406,Moa,CU,20.6569,-74.9403,84.96,75,100,16.17,overcast clouds
407,Kathu,TH,7.9178,98.3332,78.62,80,100,10.09,overcast clouds
408,Mokhsogollokh,RU,61.4681,128.9203,67.87,60,90,2.95,overcast clouds
409,Price,US,39.5994,-110.8107,68.11,59,0,0.0,clear sky
410,Nan,TH,18.8333,100.6667,74.1,96,100,0.65,overcast clouds
411,Znamenskoye,RU,57.1281,73.8282,66.33,89,82,11.25,light rain
412,Sur,OM,22.5667,59.5289,91.33,57,51,6.87,broken clouds
413,Fonte Boa,BR,-2.4959,-66.2662,86.23,59,19,3.31,few clouds
414,Killybegs,IE,54.6333,-8.45,60.51,61,0,8.81,clear sky
415,Kuantan,MY,3.8077,103.326,77.11,94,20,0.0,few clouds
416,Halifax,CA,44.6453,-63.5724,79.52,67,0,11.5,clear sky
417,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,87.57,28,4,12.88,clear sky
418,Ilulissat,GL,69.2167,-51.1,55.42,54,20,5.75,few clouds
419,Vanderhoof,CA,54.0166,-124.0198,70.03,61,22,5.61,few clouds
420,Halvad,IN,23.0167,71.1833,84.51,67,79,16.06,broken clouds
421,Luganville,VU,-15.5333,167.1667,77.23,86,100,7.09,overcast clouds
422,Tonota,BW,-21.4833,27.4833,79.5,11,4,5.91,clear sky
423,Husavik,IS,66.0449,-17.3389,43.36,91,100,16.02,overcast clouds
424,Chateau-Gontier,FR,47.8333,-0.7,89.94,23,0,9.98,clear sky
425,Wucheng,CN,29.6008,118.175,77.47,91,0,1.39,clear sky
426,Walvis Bay,NA,-22.9575,14.5053,58.15,67,0,10.36,clear sky
427,Finschhafen,PG,-6.6024,147.8681,78.84,80,94,7.31,overcast clouds
428,Xai-Xai,MZ,-25.0519,33.6442,69.75,63,0,10.2,clear sky
429,Mogadishu,SO,2.0371,45.3438,77.0,82,27,17.22,scattered clouds
430,Novyy Urengoy,RU,66.0833,76.6333,57.33,52,0,13.71,clear sky
431,Rumford,US,44.5537,-70.5509,80.96,59,0,4.41,clear sky
432,Tucurui,BR,-3.7661,-49.6725,90.14,52,19,4.0,few clouds
433,Yanam,IN,16.7333,82.2167,82.51,78,98,5.17,overcast clouds
434,Tibati,CM,6.4667,12.6333,75.15,77,91,3.27,overcast clouds
435,Ruteng,ID,-8.6136,120.4721,61.79,95,69,3.11,broken clouds
436,Nhulunbuy,AU,-12.2333,136.7667,75.81,88,75,8.05,broken clouds
437,Kayerkan,RU,69.3497,87.7602,48.52,66,29,18.14,scattered clouds
438,Pavlogradka,RU,54.2024,73.5592,69.48,75,100,7.63,light rain
439,Golden,US,39.7555,-105.2211,83.53,38,40,1.99,scattered clouds
440,Tampin,MY,2.4701,102.2302,78.22,83,100,2.01,overcast clouds
441,Balkhash,KZ,46.844,74.9804,72.88,53,44,3.11,scattered clouds
442,Palmer,US,42.1584,-72.3287,81.86,54,75,3.44,broken clouds
443,Coruripe,BR,-10.1256,-36.1756,79.79,72,30,11.77,scattered clouds
444,Yining,CN,29.0361,114.5636,78.26,78,10,1.07,clear sky
445,Yerbogachen,RU,61.2767,108.0108,63.46,84,54,3.4,light rain
446,Nanortalik,GL,60.1432,-45.2371,48.49,81,98,8.66,overcast clouds
447,Sao Felix Do Xingu,BR,-6.6447,-51.995,94.19,36,12,3.42,few clouds
448,Zeitz,DE,51.05,12.15,83.39,28,88,11.52,overcast clouds
449,Jackson,US,42.4165,-122.8345,77.76,68,40,4.61,smoke
450,Tateyama,JP,34.9833,139.8667,79.11,87,78,12.35,broken clouds
451,Tazovskiy,RU,67.4667,78.7,52.3,62,9,11.54,clear sky
452,Tshikapa,CD,-6.4167,20.8,96.91,15,2,0.72,clear sky
453,Ishigaki,JP,24.3448,124.1572,80.73,100,100,5.75,moderate rain
454,Asau,RO,46.4333,26.4,72.52,73,100,5.95,light rain
455,Goderich,CA,43.7501,-81.7165,72.91,70,69,6.53,broken clouds
456,Mujiayingzi,CN,42.1167,118.7833,73.98,70,0,7.7,clear sky
457,Pavlovsk,RU,50.4578,40.1081,80.04,36,9,10.36,clear sky
458,Galeana,MX,24.8333,-100.0667,68.05,53,36,5.19,scattered clouds
459,Pierre,US,44.3683,-100.351,79.72,53,0,24.16,clear sky
460,Alamosa,US,37.4695,-105.87,60.78,77,100,3.44,overcast clouds
461,Port Moresby,PG,-9.4431,147.1797,75.52,92,11,5.1,few clouds
462,Phetchaburi,TH,12.9667,99.5833,77.76,89,100,3.56,light rain
463,Olafsvik,IS,64.8945,-23.7142,49.64,74,89,12.28,overcast clouds
464,Ambulu,ID,-8.345,113.6058,72.88,88,69,3.67,broken clouds
465,Maniitsoq,GL,65.4167,-52.9,41.59,94,100,7.43,overcast clouds
466,Akyab,MM,20.15,92.9,84.27,76,100,5.14,overcast clouds
467,Mangrol,IN,21.1167,70.1167,81.97,80,76,14.85,broken clouds
468,San Miguel,SV,13.4833,-88.1833,84.49,64,99,1.99,overcast clouds
469,Mengen,DE,48.0495,9.3301,84.54,45,95,4.85,overcast clouds
470,Ugoofaaru,MV,5.6667,73.0,78.31,88,100,27.18,overcast clouds
471,Rajgarh,IN,28.6333,75.3833,87.15,65,100,6.4,moderate rain
472,Capaci,IT,38.1711,13.2393,89.65,48,20,13.8,few clouds
473,Fergus Falls,US,46.283,-96.0776,75.18,69,0,17.27,clear sky
474,Nabire,ID,-3.3667,135.4833,76.53,90,100,3.71,overcast clouds
475,Basoko,CD,1.2391,23.616,76.05,87,94,0.65,moderate rain
476,Camopi,GF,3.1655,-52.3158,88.25,53,21,3.62,few clouds
477,Nisia Floresta,BR,-6.0911,-35.2086,80.98,84,99,9.04,overcast clouds
478,Mumford,GH,5.2618,-0.759,74.79,83,97,14.5,overcast clouds
479,Mehamn,NO,71.0357,27.8492,60.75,77,75,9.22,broken clouds
480,Hun,LY,29.1268,15.9477,99.27,14,0,13.4,clear sky
481,San Antero,CO,9.3741,-75.7589,82.8,81,100,5.19,overcast clouds
482,Gazojak,TM,41.1875,61.4036,92.91,21,44,16.42,scattered clouds
483,Mount Isa,AU,-20.7333,139.5,65.1,33,31,6.76,scattered clouds
484,Alzamay,RU,55.5562,98.6644,63.72,96,99,4.76,overcast clouds
485,Kizukuri,JP,40.8061,140.3861,77.95,99,100,2.21,overcast clouds
486,Wanning,CN,18.8003,110.3967,82.36,80,5,5.82,clear sky
487,Taveta,KE,-3.3963,37.6736,74.86,60,96,13.09,overcast clouds
488,Sinnamary,GF,5.3833,-52.95,81.72,80,24,7.7,few clouds
489,Dubbo,AU,-32.25,148.6167,56.44,61,99,16.11,light rain
490,Aranos,NA,-24.1333,19.1167,68.07,21,10,16.46,clear sky
491,Kilindoni,TZ,-7.9139,39.6668,75.94,77,1,12.26,clear sky
492,Shimoda,JP,34.6667,138.95,80.1,90,55,10.92,broken clouds
493,Saint-Augustin,CA,51.226,-58.6502,71.64,63,39,17.43,scattered clouds
494,Constitucion,CL,-35.3333,-72.4167,53.92,74,1,2.57,clear sky
495,Aykhal,RU,66.0,111.5,61.72,93,100,8.12,light rain
496,Omboue,GA,-1.5746,9.2618,78.35,70,66,10.67,broken clouds
497,Abha,SA,18.2164,42.5053,71.42,73,20,13.8,few clouds
498,Coihaique,CL,-45.5752,-72.0662,36.21,80,0,6.91,clear sky
499,Kirakira,SB,-10.4544,161.9205,79.0,83,36,10.18,scattered clouds
500,Matara,LK,5.9485,80.5353,78.46,89,100,13.22,overcast clouds
501,Touros,BR,-5.1989,-35.4608,82.85,69,23,15.48,few clouds
502,Eskil,TR,38.4017,33.4131,90.3,15,0,8.41,clear sky
503,Lata,PT,40.1629,-8.3327,98.08,24,0,12.93,clear sky
504,Tura,IN,25.5198,90.2201,73.63,95,100,3.69,overcast clouds
505,Saint Anthony,US,45.0205,-93.218,78.4,71,0,17.27,clear sky
506,Wattegama,LK,6.7989,81.4808,77.36,85,100,6.44,overcast clouds
507,Pemba,MZ,-12.974,40.5178,75.9,78,20,13.8,few clouds
508,Kudahuvadhoo,MV,2.6708,72.8944,78.33,85,100,30.31,overcast clouds
509,Pangoa,PE,-12.1167,-73.0,77.47,71,28,2.77,scattered clouds
510,Sovkhoznyy,RU,45.2946,38.1138,91.51,29,96,9.64,overcast clouds
511,Kunya,NG,12.2233,8.5325,89.33,39,59,7.96,broken clouds
512,Molteno,ZA,-31.3968,26.3625,45.0,33,0,8.99,clear sky
513,Maarianhamina,AX,60.0973,19.9348,67.86,64,31,18.41,scattered clouds
514,Magaria,NE,12.9983,8.9099,90.48,36,39,8.86,scattered clouds
515,Prieska,ZA,-29.6641,22.7474,57.72,18,0,10.51,clear sky
516,Nanzhang,CN,31.7765,111.8386,78.1,83,0,3.8,clear sky
517,Poum,NC,-20.2333,164.0167,71.22,74,100,7.49,light rain
518,Takoradi,GH,4.8845,-1.7554,75.83,80,100,11.99,overcast clouds
519,Saint-Louis,SN,16.3333,-15.0,87.44,46,88,12.91,overcast clouds
520,Morondava,MG,-20.2833,44.2833,75.81,71,6,10.76,clear sky
521,Bukama,CD,-9.2,25.85,94.33,19,1,2.13,clear sky
522,Itarema,BR,-2.9248,-39.9167,85.66,62,58,16.4,broken clouds
523,Clyde River,CA,70.4692,-68.5914,35.83,100,100,8.05,light intensity drizzle
524,Diez,DE,50.3667,8.0167,91.24,38,92,8.63,overcast clouds
525,Najran,SA,17.4924,44.1277,97.45,34,99,10.38,overcast clouds
526,Yumen,CN,40.2833,97.2,79.21,37,95,22.15,overcast clouds
527,Flinders,AU,-34.5833,150.8552,57.38,68,100,8.99,light rain
528,Ndele,CF,8.4109,20.6473,75.36,91,100,7.67,light rain
529,Grand Gaube,MU,-20.0064,57.6608,71.38,69,22,5.99,few clouds
530,Nazca,PE,-14.8333,-74.95,70.48,42,0,4.38,clear sky
531,Iracoubo,GF,5.4802,-53.2011,81.41,82,16,7.45,few clouds
532,Pirenopolis,BR,-15.8525,-48.9592,82.89,18,4,7.09,clear sky
533,Meulaboh,ID,4.1363,96.1285,78.4,85,77,3.8,light rain
534,Ploufragan,FR,48.4914,-2.7946,78.04,61,100,8.05,overcast clouds
535,Remiremont,FR,48.0175,6.5882,87.98,29,7,8.19,clear sky
536,Taltal,CL,-25.4,-70.4833,63.28,67,0,6.71,clear sky
537,Alta,NO,69.9689,23.2717,61.86,76,75,9.22,broken clouds
538,Pak Chong,TH,14.708,101.4161,74.82,94,95,11.21,moderate rain
539,Ulcinj,ME,41.9294,19.2244,88.02,54,0,10.67,clear sky
540,Mandurah,AU,-32.55,115.7,55.9,67,87,18.39,overcast clouds
541,Lugo,ES,43.0,-7.5,88.56,33,0,10.38,clear sky
542,Guerrero Negro,MX,27.9769,-114.0611,73.24,65,13,5.88,few clouds
543,Sobolevo,RU,54.4299,31.8996,72.16,66,99,3.94,overcast clouds
544,Qaqortoq,GL,60.7167,-46.0333,49.71,73,91,3.2,overcast clouds
545,Coffs Harbour,AU,-30.3,153.1333,56.77,79,99,7.4,overcast clouds
546,Belen,TR,36.4891,36.2233,80.74,48,0,25.32,clear sky
547,Prince Rupert,CA,54.3161,-130.3201,58.69,100,100,5.75,mist
548,Dalby,AU,-27.1833,151.2667,51.98,87,100,1.01,moderate rain
549,Ati,TD,13.2154,18.3353,89.73,43,92,6.51,light rain
550,Henties Bay,NA,-22.116,14.2845,56.21,75,6,10.85,clear sky
551,Ozd,HU,48.2167,20.3,68.43,78,98,2.73,overcast clouds
552,Mandan,US,46.8267,-100.8896,71.37,77,100,21.85,overcast clouds
553,Atambua,ID,-9.1061,124.8925,71.02,88,81,4.9,broken clouds
554,Tual,ID,-5.6667,132.75,79.25,85,48,15.75,scattered clouds
555,Harper,LR,4.375,-7.7169,77.94,74,84,11.18,light rain
556,Mataram,ID,-8.5833,116.1167,74.21,86,44,6.93,scattered clouds
557,Joshimath,IN,30.5667,79.5667,70.32,97,100,0.69,overcast clouds
558,Vanimo,PG,-2.6741,141.3028,78.66,86,26,5.53,scattered clouds
559,Maamba,ZM,-17.3667,27.15,77.58,17,19,6.35,few clouds
560,Narsaq,GL,60.9167,-46.05,52.02,69,87,3.36,overcast clouds
561,Itaituba,BR,-4.2761,-55.9836,84.36,79,75,5.75,broken clouds
562,Whitehaven,GB,54.549,-3.5841,65.66,78,38,4.0,scattered clouds
563,Evensk,RU,61.95,159.2333,52.21,87,100,3.91,overcast clouds
564,Berlevag,NO,70.8578,29.0864,60.8,88,100,10.36,overcast clouds
565,Popondetta,PG,-8.7537,148.2534,73.65,87,96,2.84,overcast clouds
566,Bontang,ID,0.1333,117.5,74.34,91,100,5.44,overcast clouds
567,Elhovo,BG,42.1667,26.5667,88.21,35,58,13.09,broken clouds
568,Jasper,US,37.2001,-94.3502,80.46,83,100,11.5,overcast clouds
569,Vieux-Habitants,GP,16.0589,-61.7659,87.37,70,26,14.5,scattered clouds
570,Srikakulam,IN,18.3,83.9,82.62,83,59,10.02,broken clouds
571,Puerto Escondido,MX,15.85,-97.0667,85.03,74,40,11.5,scattered clouds
572,Marzuq,YE,14.4,46.4667,83.21,59,6,13.33,light rain
573,Hokitika,NZ,-42.7167,170.9667,43.2,74,61,4.38,broken clouds
574,Quesnel,CA,52.9999,-122.5029,68.5,73,100,0.0,overcast clouds
575,Saint-Junien,FR,45.8833,0.9,87.85,24,0,3.65,clear sky
576,Gracac,HR,44.3006,15.8547,80.35,32,21,11.23,few clouds
577,Bam,IR,29.106,58.357,94.86,23,84,11.7,broken clouds
578,Santa Maria,BR,-29.6842,-53.8069,52.9,100,75,2.3,broken clouds
579,Maumere,ID,-8.6199,122.2111,76.53,82,72,5.48,broken clouds
580,Hirara,JP,24.8,125.2833,84.83,76,100,20.33,light rain
581,West Wendover,US,40.7391,-114.0733,79.81,22,0,8.05,clear sky
582,Westport,US,41.1415,-73.3579,84.18,73,83,2.57,broken clouds
583,Teya,RU,60.3778,92.6267,66.47,79,92,5.01,overcast clouds
584,Road Town,VG,18.4167,-64.6167,89.69,79,40,13.8,scattered clouds
585,Panacan,PH,9.2463,118.4082,80.67,83,99,5.19,overcast clouds
586,Wangqing,CN,43.3218,129.7634,72.21,98,100,3.74,overcast clouds
587,Ojinaga,MX,29.5667,-104.4167,88.75,33,0,4.61,clear sky
588,Keti Bandar,PK,24.1447,67.4497,82.71,84,71,21.09,broken clouds
589,Nouadhibou,MR,20.931,-17.0347,85.98,62,20,9.22,few clouds
590,Hvide Sande,DK,56.0045,8.1294,63.09,91,100,15.59,moderate rain
591,Corinth,GR,37.9407,22.9573,90.9,30,1,6.33,clear sky
592,Yaan,NG,7.3833,8.5667,80.24,78,68,7.72,light rain
593,Slave Lake,CA,55.2834,-114.769,58.98,94,100,5.75,mist
594,Acarau,BR,-2.8856,-40.12,86.0,62,65,16.82,broken clouds
595,Visnes,NO,59.3556,5.2242,62.82,77,75,14.97,broken clouds
596,Baiquan,CN,47.5833,126.0833,72.75,87,0,7.7,clear sky
597,North Platte,US,41.1239,-100.7654,71.49,83,100,8.05,overcast clouds
598,Mosetse,BW,-20.75,26.65,79.86,13,2,3.85,clear sky
599,Lima,PE,-12.0432,-77.0282,61.9,83,100,5.75,overcast clouds
600,Quepos,CR,9.4236,-84.1652,82.76,75,72,1.99,broken clouds
601,Osterburg,DE,52.7833,11.7667,84.13,35,100,5.84,overcast clouds
602,Ankang,CN,32.68,109.0172,82.92,58,74,4.29,broken clouds
603,Howard Springs,AU,-12.497,131.047,76.82,91,80,2.1,broken clouds
604,San Patricio,US,28.017,-97.5169,90.88,52,4,8.21,clear sky
605,Roura,GF,4.7263,-52.3274,89.51,62,100,2.3,overcast clouds
606,Gimli,CA,50.6336,-96.9907,63.09,95,100,16.91,moderate rain
607,Tari,NG,12.4086,4.4914,82.72,59,90,8.08,overcast clouds
608,Buckeye,US,33.3703,-112.5838,91.4,56,0,5.75,clear sky
609,Mitzic,GA,0.7821,11.549,78.22,60,90,4.43,overcast clouds
610,Ardino,BG,41.5833,25.1333,73.96,64,83,4.09,broken clouds
611,Bogande,BF,12.9714,-0.1436,97.39,34,85,7.87,overcast clouds
612,Asfi,MA,32.2994,-9.2372,83.8,60,11,23.49,few clouds
613,Koumra,TD,8.9126,17.5539,80.69,76,91,5.57,light rain
614,Kenai,US,60.5544,-151.2583,56.08,93,100,4.61,overcast clouds
615,Jiujiang,CN,29.7333,115.9833,81.07,62,0,3.58,clear sky
616,Cascais,PT,38.6979,-9.4215,97.95,45,0,11.5,clear sky
617,Lewistown,US,40.5992,-77.5714,80.87,84,0,0.0,clear sky
618,Mareeba,AU,-17.0,145.4333,65.48,98,16,2.37,few clouds
619,Chifeng,CN,42.2683,118.9636,76.14,67,0,6.24,clear sky
620,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,68.11,64,100,0.25,overcast clouds
621,Chisec,GT,15.8167,-90.2833,82.63,94,97,1.05,overcast clouds
622,Solnechnyy,RU,50.7214,136.6319,63.12,96,11,3.33,few clouds
623,Shizunai,JP,42.3339,142.3669,72.12,87,100,8.14,light rain
624,Shouguang,CN,36.88,118.7375,76.28,94,5,2.93,clear sky
625,Barentu,ER,15.1139,37.5928,75.4,75,96,10.09,overcast clouds
626,Cooma,AU,-36.2333,149.1333,43.9,94,100,7.25,light rain
627,Ust-Maya,RU,60.4167,134.5333,62.08,85,7,3.06,clear sky
628,Xacmaz,AZ,41.4635,48.806,81.7,49,50,5.48,scattered clouds
629,Ossora,RU,59.2353,163.0719,49.35,86,36,2.82,scattered clouds
630,Tucuma,BR,-0.1833,-50.05,82.89,77,99,5.95,overcast clouds
631,Ilo,PE,-17.6394,-71.3375,62.31,70,35,6.46,scattered clouds
632,Lufilufi,WS,-13.8745,-171.5986,76.78,80,24,19.53,light rain
633,Bereda,ES,43.2686,-7.5406,79.74,50,0,8.05,clear sky
634,Ronne,DK,55.1009,14.7066,67.91,77,66,6.91,broken clouds
635,Umm Lajj,SA,25.0213,37.2685,87.91,61,83,13.22,broken clouds
636,Saint-Leu,RE,-21.15,55.2833,70.66,73,43,4.92,scattered clouds
637,Luzhou,CN,28.8724,105.4405,82.74,68,20,4.5,few clouds
638,Morros,BR,-9.4467,-46.3003,93.97,23,4,6.13,clear sky
639,Ayabaca,PE,-4.6398,-79.7149,61.81,42,27,2.21,scattered clouds
640,Stromness,GB,58.965,-3.296,58.96,77,9,11.01,clear sky
641,Hobyo,SO,5.3505,48.5268,77.47,76,4,28.16,clear sky
642,Kainantu,PG,-6.2887,145.8655,56.89,94,84,1.79,broken clouds
643,Rawatsar,IN,29.2833,74.3833,88.45,65,100,3.09,overcast clouds
644,Rawson,AR,-43.3002,-65.1023,47.57,55,92,5.23,overcast clouds
645,Alice Springs,AU,-23.7,133.8833,51.55,69,4,5.73,clear sky
646,Ceres,US,37.5949,-120.9577,71.92,77,0,5.75,clear sky
647,Salinopolis,BR,-0.6136,-47.3561,81.52,82,62,9.31,broken clouds
648,Avera,US,33.194,-82.5271,88.56,52,0,9.89,clear sky
649,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,72,0,17.27,clear sky
650,Trairi,BR,-3.2778,-39.2689,84.63,65,29,14.27,scattered clouds
651,Santa Cruz,BO,-17.8,-63.1667,81.86,47,20,26.46,few clouds
652,Sarangani,PH,5.4033,125.4636,82.56,76,100,12.62,overcast clouds
653,Teguldet,RU,57.3064,88.1667,64.85,95,18,2.42,few clouds
654,Lunenburg,CA,44.3835,-64.3155,81.09,60,0,16.11,clear sky
655,Zyryanka,RU,65.75,150.85,62.28,55,7,15.26,clear sky
656,Indramayu,ID,-6.3264,108.32,79.59,77,1,8.21,clear sky
657,Celestun,MX,20.8667,-90.4,82.94,67,98,8.16,overcast clouds
658,Tara,RU,56.8944,74.371,69.12,76,92,12.12,overcast clouds
659,Bojnurd,IR,37.4747,57.329,80.55,47,20,18.41,few clouds
660,Magadan,RU,59.5667,150.8,52.54,91,100,5.91,overcast clouds
661,Sao Manuel,BR,-22.7311,-48.5706,73.92,29,0,5.35,clear sky
662,Korla,CN,41.7597,86.1469,84.74,30,86,10.49,overcast clouds
663,Zhanaozen,KZ,43.3,52.8,91.92,23,17,11.27,few clouds
664,Fare,PF,-16.7,-151.0167,77.52,74,0,24.45,light rain
665,Alpena,US,45.0617,-83.4327,79.12,56,0,9.22,clear sky
666,Tak,TH,16.5833,98.8333,72.79,95,100,1.81,overcast clouds
667,Hofn,IS,64.2539,-15.2082,59.02,58,40,18.41,scattered clouds
668,Robertson,US,36.5167,-86.8667,79.0,97,100,9.22,mist
669,Tambovka,RU,50.0969,128.0489,67.73,97,100,11.23,overcast clouds
670,Abay,KZ,49.6311,72.8539,64.78,68,96,7.4,overcast clouds
671,Buraydah,SA,26.326,43.975,93.65,21,97,10.33,light rain
672,Lhokseumawe,ID,5.1801,97.1507,79.14,85,48,2.71,moderate rain
673,Senneterre,CA,48.3835,-77.2328,73.15,53,2,10.71,clear sky
674,Half Moon Bay,US,37.4636,-122.4286,65.91,87,100,6.91,mist
675,Jiazi,CN,22.8779,116.067,83.21,80,7,9.46,clear sky
676,Meadow Lake,US,34.8014,-106.5436,77.7,63,60,1.83,broken clouds
677,Hoa Binh,VN,20.8133,105.3383,79.34,93,99,2.3,overcast clouds
