City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
505,Saint Anthony,US,78.4,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
507,Pemba,MZ,75.9,few clouds,-12.974,40.5178,Guesthouse Samotina
508,Kudahuvadhoo,MV,78.33,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
516,Nanzhang,CN,78.1,clear sky,31.7765,111.8386,Longmenkezhan
518,Takoradi,GH,75.83,overcast clouds,4.8845,-1.7554,Raybow International Hotel
520,Morondava,MG,75.81,clear sky,-20.2833,44.2833,La Case Bambou
522,Itarema,BR,85.66,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
531,Iracoubo,GF,81.41,few clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
532,Pirenopolis,BR,82.89,clear sky,-15.8525,-48.9592,Mandala dos Pirineus Eco Village
533,Meulaboh,ID,78.4,light rain,4.1363,96.1285,Kost Pria
534,Ploufragan,FR,78.04,overcast clouds,48.4914,-2.7946,Best Western Hotel Le Duguesclin
535,Remiremont,FR,87.98,clear sky,48.0175,6.5882,ibis budget Remiremont
539,Ulcinj,ME,88.02,clear sky,41.9294,19.2244,Hotel Palata Venezia
541,Lugo,ES,88.56,clear sky,43.0,-7.5,Hotel Torre de Núñez
546,Belen,TR,80.74,clear sky,36.4891,36.2233,Varlıbaş Uyku Sarayı
554,Tual,ID,79.25,scattered clouds,-5.6667,132.75,Grand Vilia Hotel
555,Harper,LR,77.94,light rain,4.375,-7.7169,Screensaver
558,Vanimo,PG,78.66,scattered clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
561,Itaituba,BR,84.36,broken clouds,-4.2761,-55.9836,Hotel Campos
567,Elhovo,BG,88.21,broken clouds,42.1667,26.5667,"Хотелски комплекс ""Колхида"""
568,Jasper,US,80.46,overcast clouds,37.2001,-94.3502,Guest House Motel
569,Vieux-Habitants,GP,87.37,scattered clouds,16.0589,-61.7659,Clos du Manguier
570,Srikakulam,IN,82.62,broken clouds,18.3,83.9,Micro Systems
571,Puerto Escondido,MX,85.03,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
575,Saint-Junien,FR,87.85,clear sky,45.8833,0.9,"The Originals City, Hôtel Le Boeuf Rouge, Saint-Junien (Inter-Hotel)"
576,Gracac,HR,80.35,few clouds,44.3006,15.8547,"Apartment ""ANA"""
579,Maumere,ID,76.53,broken clouds,-8.6199,122.2111,Sylvia Hotel
580,Hirara,JP,84.83,light rain,24.8,125.2833,Hotel Atoll Emerald Miyakojima
581,West Wendover,US,79.81,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
582,Westport,US,84.18,broken clouds,41.1415,-73.3579,The Westport Inn
584,Road Town,VG,89.69,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
585,Panacan,PH,80.67,overcast clouds,9.2463,118.4082,Mom's Place Resort
587,Ojinaga,MX,88.75,clear sky,29.5667,-104.4167,Suites Las Palmas
588,Keti Bandar,PK,82.71,broken clouds,24.1447,67.4497,Haji laloo memon house
589,Nouadhibou,MR,85.98,few clouds,20.931,-17.0347,El Medina
594,Acarau,BR,86.0,broken clouds,-2.8856,-40.12,castelo pizzaria
600,Quepos,CR,82.76,broken clouds,9.4236,-84.1652,Jungle Beach Hotel at Manuel Antonio
601,Osterburg,DE,84.13,overcast clouds,52.7833,11.7667,Landhotel Keck
602,Ankang,CN,82.92,broken clouds,32.68,109.0172,安琪酒店
603,Howard Springs,AU,76.82,broken clouds,-12.497,131.047,buffalo beach hostel
605,Roura,GF,89.51,overcast clouds,4.7263,-52.3274,Amazonie Découverte SARL
609,Mitzic,GA,78.22,overcast clouds,0.7821,11.549,Motel Emys
612,Asfi,MA,83.8,few clouds,32.2994,-9.2372,Hôtel Abda
613,Koumra,TD,80.69,light rain,8.9126,17.5539,Yamtoide house koumra
615,Jiujiang,CN,81.07,clear sky,29.7333,115.9833,Tianhai Fashion Theme Hotel
617,Lewistown,US,80.87,clear sky,40.5992,-77.5714,Quality Inn & Suites
619,Chifeng,CN,76.14,clear sky,42.2683,118.9636,Junyu Tiancheng Hotel
621,Chisec,GT,82.63,overcast clouds,15.8167,-90.2833,Hotel Estancia De La Virgen
624,Shouguang,CN,76.28,clear sky,36.88,118.7375,Communications Hotel
628,Xacmaz,AZ,81.7,scattered clouds,41.4635,48.806,Ulduz Hotel
632,Lufilufi,WS,76.78,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
633,Bereda,ES,79.74,clear sky,43.2686,-7.5406,Pazo de Verdes
635,Umm Lajj,SA,87.91,broken clouds,25.0213,37.2685,Moon light Furnished Units
637,Luzhou,CN,82.74,few clouds,28.8724,105.4405,Shijichun Hotel
641,Hobyo,SO,77.47,clear sky,5.3505,48.5268,Iftin hotel hobyo
643,Rawatsar,IN,88.45,overcast clouds,29.2833,74.3833,Honda Service Center
647,Salinopolis,BR,81.52,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
650,Trairi,BR,84.63,scattered clouds,-3.2778,-39.2689,janelas do mar
651,Santa Cruz,BO,81.86,few clouds,-17.8,-63.1667,Aviador Hotel Boutique
652,Sarangani,PH,82.56,overcast clouds,5.4033,125.4636,JVL Inn and Cafeteria
654,Lunenburg,CA,81.09,clear sky,44.3835,-64.3155,Lunenburg Arms Hotel
656,Indramayu,ID,79.59,clear sky,-6.3264,108.32,Grand Trisula Hotel
657,Celestun,MX,82.94,overcast clouds,20.8667,-90.4,Posada Lilia
659,Bojnurd,IR,80.55,few clouds,37.4747,57.329,Hotel negin bojnourd
662,Korla,CN,84.74,overcast clouds,41.7597,86.1469,Gulisitan Hotel
664,Fare,PF,77.52,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
665,Alpena,US,79.12,clear sky,45.0617,-83.4327,Days Inn by Wyndham Alpena
668,Robertson,US,79.0,mist,36.5167,-86.8667,Hampton Inn Springfield
672,Lhokseumawe,ID,79.14,moderate rain,5.1801,97.1507,OYO 3278 Penginapan Alfajri
675,Jiazi,CN,83.21,clear sky,22.8779,116.067,Hotel Jin Hao
676,Meadow Lake,US,77.7,broken clouds,34.8014,-106.5436,TumbleWeed RV Park
677,Hoa Binh,VN,79.34,overcast clouds,20.8133,105.3383,Hoa Dao Hotel
